category,price,currency,price_1m2,title,address,floor,area,title_deed,repair,mortgage,url,room_number
Köhnə tikili,137 000,AZN,2 630 AZN/m²,"Satılır 3 otaqlı köhnə tikili 52 m², 8-ci kilometr q.",Elşən Süleymanov küç 137,7 / 9,52 m²,var,var,,https://bina.az/items/3858477,3.0
Yeni tikili,183 000,AZN,1 790 AZN/m²,"Satılır 2 otaqlı yeni tikili 102 m², Neftçilər m.",Mehdi Abbasov küçəsi,2 / 17,102 m²,yoxdur,var,,https://bina.az/items/3858493,2.0
Köhnə tikili,145 000,AZN,2 230 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², Nərimanov r.",Atatürk Prospekti,6 / 9,65 m²,var,var,var,https://bina.az/items/3858489,2.0
Köhnə tikili,190 000,AZN,2 000 AZN/m²,"Satılır 3 otaqlı köhnə tikili 95 m², Gənclik m.",Atatürk pr.,4 / 9,95 m²,var,var,var,https://bina.az/items/3858491,3.0
Yeni tikili,294 000,AZN,1 550 AZN/m²,"Satılır 3 otaqlı yeni tikili 190 m², Nəsimi r.",Möhsün Sənani küçəsi,6 / 16,190 m²,var,yoxdur,,https://bina.az/items/3858488,3.0
Köhnə tikili,87 000,AZN,1 930 AZN/m²,"Satılır 1 otaqlı köhnə tikili 45 m², Nəsimi m.",Svetlana Məmmədova 210,5 / 5,45 m²,var,var,,https://bina.az/items/3845898,1.0
Yeni tikili,550 000,AZN,2 530 AZN/m²,"Satılır 5 otaqlı yeni tikili 217 m², Nəriman Nərimanov m.",Qarabağ küç 55,15 / 19,217 m²,yoxdur,var,,https://bina.az/items/3719344,5.0
Yeni tikili,125 000,AZN,2 160 AZN/m²,"Satılır 2 otaqlı yeni tikili 58 m², Yeni Yasamal q.",Məhəmməd Xiyabani küçəsi,7 / 16,58 m²,yoxdur,var,,https://bina.az/items/3858490,2.0
Köhnə tikili,150 000,AZN,2 730 AZN/m²,"Satılır 2 otaqlı köhnə tikili 55 m², Nizami m.",Nəriman Nərimanov pr.,2 / 6,55 m²,var,var,,https://bina.az/items/3788954,2.0
Yeni tikili,62 000,AZN,1 510 AZN/m²,"Satılır 2 otaqlı yeni tikili 41 m², Masazır q.",İstiqlaliyyət küçəsi,3 / 10,41 m²,var,var,var,https://bina.az/items/3858482,2.0
Yeni tikili,375 000,AZN,2 270 AZN/m²,"Satılır 4 otaqlı yeni tikili 165 m², Nərimanov r.",Yusif Vəzir Çəmənzəminli küçəsi.,4 / 16,165 m²,var,var,var,https://bina.az/items/3844647,4.0
Yeni tikili,729 000,AZN,3 390 AZN/m²,"Satılır 4 otaqlı yeni tikili 215 m², İçəri Şəhər m.","Nəsimi ray. , Üzeyir Hacıbəyov küç.",5 / 11,215 m²,var,yoxdur,,https://bina.az/items/3858475,4.0
Köhnə tikili,365 000,AZN,2 090 AZN/m²,"Satılır 5 otaqlı köhnə tikili 175 m², İçəri Şəhər m.",Лермонтова,9 / 10,175 m²,var,var,,https://bina.az/items/3716195,5.0
Yeni tikili,105 000,AZN,1 240 AZN/m²,"Satılır 3 otaqlı yeni tikili 85 m², Masazır q.",Ə.Vahid küçəsi.,5 / 14,85 m²,var,var,var,https://bina.az/items/3768070,3.0
Yeni tikili,90 000,AZN,1 410 AZN/m²,"Satılır 2 otaqlı yeni tikili 64 m², Keşlə q.",Məhsəti Gəncəvi,15 / 15,64 m²,yoxdur,var,,https://bina.az/items/3858470,2.0
Yeni tikili,280 000,AZN,2 060 AZN/m²,"Satılır 3 otaqlı yeni tikili 136 m², Nəsimi r.",Heydər Əliyev küçəsi,6 / 11,136 m²,yoxdur,var,,https://bina.az/items/3858471,3.0
Yeni tikili,235 000,AZN,1 960 AZN/m²,"Satılır 4 otaqlı yeni tikili 120 m², Memar Əcəmi m.",Asif Məhərrəmov küç.,7 / 12,120 m²,var,var,,https://bina.az/items/3858467,4.0
Yeni tikili,153 000,AZN,1 910 AZN/m²,"Satılır 3 otaqlı yeni tikili 80 m², Xalqlar Dostluğu m.",S.Ə.Şirvani küç,6 / 12,80 m²,var,var,var,https://bina.az/items/3858456,3.0
Yeni tikili,142 000,AZN,2 220 AZN/m²,"Satılır 2 otaqlı yeni tikili 64 m², Əhmədli q.",Gəncə prospektı,3 / 19,64 m²,var,var,,https://bina.az/items/3858448,2.0
Yeni tikili,950 000,AZN,4 040 AZN/m²,"Satılır 5 otaqlı yeni tikili 234.9 m², Şah İsmayıl Xətai m.",A.Cəlilov küç,13 / 26,234.9 m²,var,var,,https://bina.az/items/3858461,5.0
Yeni tikili,480 000,AZN,3 060 AZN/m²,"Satılır 3 otaqlı yeni tikili 157 m², İçəri Şəhər m.",Həzi Aslanov küçəsi,3 / 12,157 m²,var,,,https://bina.az/items/2992540,3.0
Yeni tikili,447 000,AZN,2 570 AZN/m²,"Satılır 3 otaqlı yeni tikili 174 m², 28 May m.",Üzeyir Hacıbəyov küç.,6 / 21,174 m²,var,yoxdur,,https://bina.az/items/3858455,3.0
Yeni tikili,313 320,AZN,2 100 AZN/m²,"Satılır 3 otaqlı yeni tikili 149.2 m², Nizami m.",Ağadadaş Qurbanov küç.,4 / 18,149.2 m²,yoxdur,yoxdur,,https://bina.az/items/3500228,3.0
Yeni tikili,119 000,AZN,1 980 AZN/m²,"Satılır 2 otaqlı yeni tikili 60 m², Həzi Aslanov m.",Çingizxan Kərimov küçəsi,17 / 19,60 m²,var,var,var,https://bina.az/items/3756290,2.0
Köhnə tikili,175 000,AZN,2 690 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², 28 May m.",Ceyhun Hacıbəyli küçəsi,2 / 4,65 m²,var,var,,https://bina.az/items/3858457,2.0
Yeni tikili,188 000,AZN,2 760 AZN/m²,"Satılır 2 otaqlı yeni tikili 68 m², Nəsimi r.",Nəsibbəy Yusifbəyli küçəsi,7 / 16,68 m²,yoxdur,var,,https://bina.az/items/3714942,2.0
Yeni tikili,195 000,AZN,3 610 AZN/m²,"Satılır 2 otaqlı yeni tikili 54 m², 8 Noyabr m.",Novruzov Qardaşları küç.,10 / 13,54 m²,yoxdur,var,,https://bina.az/items/3714988,2.0
Yeni tikili,340 000,AZN,3 950 AZN/m²,"Satılır 3 otaqlı yeni tikili 86 m², Elmlər Akademiyası m.",Zahid Xəlilov küç,12 / 17,86 m²,var,var,,https://bina.az/items/3858454,3.0
Yeni tikili,370 000,AZN,2 610 AZN/m²,"Satılır 3 otaqlı yeni tikili 142 m², Nizami m.",Süleyman Rüstəmov küç.,9 / 16,142 m²,var,yoxdur,,https://bina.az/items/3243986,3.0
Yeni tikili,680 000,AZN,3 400 AZN/m²,"Satılır 4 otaqlı yeni tikili 200 m², 28 May m.",Səməd Vurğun küçəsi,4 / 15,200 m²,var,var,,https://bina.az/items/3499961,4.0
Yeni tikili,515 000,AZN,2 850 AZN/m²,"Satılır 4 otaqlı yeni tikili 181 m², Şah İsmayıl Xətai m.",Afiyeddin Cəlilov küç.,12 / 18,181 m²,var,var,,https://bina.az/items/3714819,4.0
Köhnə tikili,108 000,AZN,2 400 AZN/m²,"Satılır 1 otaqlı köhnə tikili 45 m², Nəsimi r.",Vaqif pr.,1 / 3,45 m²,var,var,,https://bina.az/items/3858427,1.0
Yeni tikili,370 000,AZN,1 680 AZN/m²,"Satılır 5 otaqlı yeni tikili 220 m², Şah İsmayıl Xətai m.","Fəzail Bayramov küç,1156.məhəllə",17 / 24,220 m²,yoxdur,var,,https://bina.az/items/3858451,5.0
Yeni tikili,267 000,AZN,2 320 AZN/m²,"Satılır 3 otaqlı yeni tikili 115 m², 28 May m.",Xətai prospekti,8 / 17,115 m²,var,var,,https://bina.az/items/3470362,3.0
Yeni tikili,128 000,AZN,2 330 AZN/m²,"Satılır 2 otaqlı yeni tikili 55 m², Həzi Aslanov m.",Xudu Məmmədov küç.,16 / 18,55 m²,var,var,var,https://bina.az/items/3491496,2.0
Yeni tikili,235 000,AZN,1 560 AZN/m²,"Satılır 3 otaqlı yeni tikili 151.1 m², Nərimanov r.",Təbriz küçəsi.,6 / 17,151.1 m²,var,yoxdur,var,https://bina.az/items/3633886,3.0
Yeni tikili,140 000,AZN,2 120 AZN/m²,"Satılır 2 otaqlı yeni tikili 66 m², Memar Əcəmi m.",Mir Cəlal küç.,6 / 8,66 m²,yoxdur,var,,https://bina.az/items/3575330,2.0
Köhnə tikili,190 000,AZN,2 000 AZN/m²,"Satılır 3 otaqlı köhnə tikili 95 m², 28 May m.",Süleyman Rüstəm küç 11,2 / 5,95 m²,var,var,,https://bina.az/items/3565476,3.0
Yeni tikili,55 000,AZN,1 220 AZN/m²,"Satılır 2 otaqlı yeni tikili 45 m², Masazır q.",Masazır qəsəbəsi,3 / 11,45 m²,var,var,,https://bina.az/items/3858444,2.0
Yeni tikili,230 000,AZN,2 300 AZN/m²,"Satılır 3 otaqlı yeni tikili 100 m², 7-ci mikrorayon q.",S.S.Axundov küç.,16 / 18,100 m²,var,var,var,https://bina.az/items/3858441,3.0
Köhnə tikili,110 000,AZN,1 690 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², Köhnə Günəşli q.",Mehmandarov küç,4 / 9,65 m²,var,var,,https://bina.az/items/3858445,2.0
Köhnə tikili,116 000,AZN,2 110 AZN/m²,"Satılır 2 otaqlı köhnə tikili 55 m², Memar Əcəmi m.",Hüseyn Seyidzadə küçəsi,4 / 5,55 m²,var,var,,https://bina.az/items/3858437,2.0
Köhnə tikili,137 000,AZN,2 280 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Nəsimi r.",Kaveroçkin küçəsi.,2 / 6,60 m²,var,var,,https://bina.az/items/3848333,2.0
Köhnə tikili,350 000,AZN,4 120 AZN/m²,"Satılır 3 otaqlı köhnə tikili 85 m², 28 May m.",Ü.Həcibəyov küçəsi,9 / 10,85 m²,var,var,,https://bina.az/items/3858442,3.0
Köhnə tikili,123 000,AZN,1 640 AZN/m²,"Satılır 2 otaqlı köhnə tikili 75 m², Avtovağzal m.",R.İsmayılov küç,3 / 8,75 m²,var,var,var,https://bina.az/items/3858440,2.0
Köhnə tikili,86 500,AZN,2 160 AZN/m²,"Satılır 2 otaqlı köhnə tikili 40 m², 8 Noyabr m.",Ali Mustafayev küçəsi.,2 / 5,40 m²,var,var,,https://bina.az/items/3799329,2.0
Yeni tikili,190 000,AZN,2 920 AZN/m²,"Satılır 2 otaqlı yeni tikili 65 m², Nizami m.",Salatın Əsgərova küç.,7 / 14,65 m²,yoxdur,yoxdur,,https://bina.az/items/3858436,2.0
Yeni tikili,410 000,AZN,2 930 AZN/m²,"Satılır 3 otaqlı yeni tikili 140 m², Nəriman Nərimanov m.",ГАДЖИЕВА,11 / 16,140 m²,yoxdur,var,,https://bina.az/items/3858425,3.0
Köhnə tikili,170 000,AZN,1 350 AZN/m²,"Satılır 5 otaqlı köhnə tikili 126 m², Avtovağzal m.",Rəşid İsmayılov küç.,1 / 5,126 m²,var,var,var,https://bina.az/items/3857828,5.0
Yeni tikili,285 000,AZN,1 730 AZN/m²,"Satılır 3 otaqlı yeni tikili 165 m², 28 May m.",S.Əzizbəyov küç.77,8 / 15,165 m²,var,yoxdur,,https://bina.az/items/3858432,3.0
Yeni tikili,230 000,AZN,2 470 AZN/m²,"Satılır 2 otaqlı yeni tikili 93 m², Şah İsmayıl Xətai m.",Babək pr-ti,2 / 18,93 m²,var,var,var,https://bina.az/items/3756255,2.0
Köhnə tikili,225 000,AZN,2 500 AZN/m²,"Satılır 3 otaqlı köhnə tikili 90 m², Nəsimi r.",Səməd Vurğun küç.,8 / 8,90 m²,var,var,var,https://bina.az/items/3540255,3.0
Köhnə tikili,255 000,AZN,2 550 AZN/m²,"Satılır 4 otaqlı köhnə tikili 100 m², Nəriman Nərimanov m.",Yusif Vəzir Çəmənzəminli küçəsi,3 / 5,100 m²,var,var,,https://bina.az/items/3858430,4.0
Yeni tikili,150 000,AZN,1 320 AZN/m²,"Satılır 3 otaqlı yeni tikili 114 m², Bakıxanov q.",Yaver Əliyev küçəsi,9 / 19,114 m²,var,var,,https://bina.az/items/3786792,3.0
Yeni tikili,150 000,AZN,2 340 AZN/m²,"Satılır 3 otaqlı yeni tikili 64 m², Nərimanov r.",Əliəşrəf Əlizadə küçəsi,1 / 15,64 m²,yoxdur,var,,https://bina.az/items/3841984,3.0
Köhnə tikili,138 000,AZN,2 300 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Sahil m.","Lev Tolstoy küç.,",3 / 3,60 m²,var,var,,https://bina.az/items/3531021,2.0
Köhnə tikili,135 000,AZN,2 450 AZN/m²,"Satılır 2 otaqlı köhnə tikili 55 m², Neftçilər m.",Qara Qarayev pr-ti,9 / 9,55 m²,var,var,var,https://bina.az/items/3851744,2.0
Yeni tikili,245 000,AZN,1 960 AZN/m²,"Satılır 4 otaqlı yeni tikili 125 m², 20 Yanvar m.",Ceyhun Səlimov küç.,4 / 16,125 m²,var,var,var,https://bina.az/items/3858416,4.0
Yeni tikili,165 000,AZN,1 740 AZN/m²,"Satılır 2 otaqlı yeni tikili 95 m², Bakıxanov q.",Sakit Qocayev küçəsi,2 / 14,95 m²,var,var,var,https://bina.az/items/3858418,2.0
Yeni tikili,235 000,AZN,1 810 AZN/m²,"Satılır 4 otaqlı yeni tikili 130 m², Memar Əcəmi m.",Asif Məhərrəmov küçəsi,7 / 17,130 m²,var,var,var,https://bina.az/items/3858419,4.0
Köhnə tikili,100 000,AZN,2 860 AZN/m²,"Satılır 1 otaqlı köhnə tikili 35 m², Gənclik m.",Fətəli Xan Xoyskiy küç. 90,3 / 5,35 m²,var,yoxdur,,https://bina.az/items/3858413,1.0
Yeni tikili,230 000,AZN,2 470 AZN/m²,"Satılır 2 otaqlı yeni tikili 93 m², Şah İsmayıl Xətai m.",Babək pr,2 / 18,93 m²,var,var,var,https://bina.az/items/3858414,2.0
Köhnə tikili,145 000,AZN,2 230 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², Nərimanov r.",Azadlıq pr.,9 / 9,65 m²,var,var,,https://bina.az/items/3848782,2.0
Yeni tikili,205 000,AZN,1 860 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², Səbail r.",Badamdar Şossesi,7 / 17,110 m²,var,var,,https://bina.az/items/3858411,3.0
Yeni tikili,205 000,AZN,1 950 AZN/m²,"Satılır 2 otaqlı yeni tikili 105 m², Nəsimi r.",Sabit Rəhman küç.,5 / 18,105 m²,var,var,var,https://bina.az/items/3858408,2.0
Köhnə tikili,119 900,AZN,1 480 AZN/m²,"Satılır 3 otaqlı köhnə tikili 81 m², Yeni Günəşli q.",Abbas Fətullayev küç.,2 / 9,81 m²,var,var,,https://bina.az/items/3858403,3.0
Yeni tikili,160 000,AZN,2 540 AZN/m²,"Satılır 2 otaqlı yeni tikili 63 m², Şah İsmayıl Xətai m.",Mehdi Mehdizadə küçəsi,11 / 25,63 m²,yoxdur,var,,https://bina.az/items/3486906,2.0
Yeni tikili,335 000,AZN,2 340 AZN/m²,"Satılır 3 otaqlı yeni tikili 143 m², 8 Noyabr m.",Abdülvahab Salamzadə küçəsi,6 / 17,143 m²,var,var,var,https://bina.az/items/3858395,3.0
Köhnə tikili,184 000,AZN,3 910 AZN/m²,"Satılır 1 otaqlı köhnə tikili 47 m², İçəri Şəhər m.",Nizami küçəsi,2 / 2,47 m²,var,var,,https://bina.az/items/3787978,1.0
Yeni tikili,86 000,AZN,1 930 AZN/m²,"Satılır 2 otaqlı yeni tikili 44.5 m², Yeni Günəşli q.",Elçin İsmayılov küç. 9,12 / 13,44.5 m²,var,var,var,https://bina.az/items/3858400,2.0
Yeni tikili,160 000,AZN,2 760 AZN/m²,"Satılır 2 otaqlı yeni tikili 58 m², Şah İsmayıl Xətai m.",Ayaz İsmayılov küçəsi,11 / 13,58 m²,yoxdur,var,,https://bina.az/items/3745184,2.0
Köhnə tikili,114 000,AZN,1 900 AZN/m²,"Satılır 3 otaqlı köhnə tikili 60 m², Həzi Aslanov q.","Yeni Günəşli,A massivi",1 / 9,60 m²,var,var,var,https://bina.az/items/3858396,3.0
Yeni tikili,140 000,AZN,1 870 AZN/m²,"Satılır 3 otaqlı yeni tikili 75 m², Qara Qarayev m.",Qara Qarayev prospekti,11 / 16,75 m²,var,var,var,https://bina.az/items/3858398,3.0
Köhnə tikili,103 000,AZN,3 430 AZN/m²,"Satılır 1 otaqlı köhnə tikili 30 m², Nəriman Nərimanov m.",Ağa Nemətulla küç.,4 / 5,30 m²,var,var,,https://bina.az/items/3858389,1.0
Yeni tikili,390 000,AZN,2 230 AZN/m²,"Satılır 3 otaqlı yeni tikili 175 m², 8 Noyabr m.",Tbilisi pr,12 / 15,175 m²,var,var,var,https://bina.az/items/3646681,3.0
Köhnə tikili,105 000,AZN,1 170 AZN/m²,"Satılır 3 otaqlı köhnə tikili 90 m², Nizami r.",Tahir Bədəlov küçəsi,5 / 5,90 m²,var,var,,https://bina.az/items/3858393,3.0
Köhnə tikili,240 000,AZN,3 000 AZN/m²,"Satılır 3 otaqlı köhnə tikili 80 m², 28 May m.",Rəşid Behbudov küçəsi,7 / 7,80 m²,var,var,,https://bina.az/items/3858394,3.0
Yeni tikili,236 000,AZN,1 970 AZN/m²,"Satılır 4 otaqlı yeni tikili 120 m², 20 Yanvar m.",Asif Məhərrəmov küç,8 / 16,120 m²,var,var,var,https://bina.az/items/3858392,4.0
Yeni tikili,220 000,AZN,2 420 AZN/m²,"Satılır 3 otaqlı yeni tikili 91 m², 20 Yanvar m.",Həsən bəy Zərdabi pr.,9 / 19,91 m²,var,var,var,https://bina.az/items/3433921,3.0
Köhnə tikili,108 000,AZN,1 960 AZN/m²,"Satılır 2 otaqlı köhnə tikili 55 m², Nəsimi m.",Svetlana Məmmədova küçəsi,1 / 5,55 m²,var,var,,https://bina.az/items/3858388,2.0
Yeni tikili,130 000,AZN,2 710 AZN/m²,"Satılır 1 otaqlı yeni tikili 48 m², İnşaatçılar m.",Şərifzadə küç.,15 / 16,48 m²,var,var,var,https://bina.az/items/3858386,1.0
Yeni tikili,160 000,AZN,1 780 AZN/m²,"Satılır 3 otaqlı yeni tikili 90 m², İnşaatçılar m.",Heydər Əliyev küç,8 / 10,90 m²,var,var,,https://bina.az/items/3768197,3.0
Yeni tikili,375 200,AZN,2 800 AZN/m²,"Satılır 3 otaqlı yeni tikili 134 m², Gənclik m.",B.Dadaşov küçəsi,11 / 16,134 m²,yoxdur,yoxdur,,https://bina.az/items/3858381,3.0
Yeni tikili,260 000,AZN,2 220 AZN/m²,"Satılır 3 otaqlı yeni tikili 117 m², Azadlıq Prospekti m.",Cəfər Xəndan küç.,16 / 17,117 m²,var,var,var,https://bina.az/items/3858384,3.0
Köhnə tikili,145 000,AZN,2 070 AZN/m²,"Satılır 2 otaqlı köhnə tikili 70 m², Nərimanov r.",Atatürk pr,6 / 9,70 m²,var,var,var,https://bina.az/items/3853212,2.0
Yeni tikili,399 900,AZN,3 200 AZN/m²,"Satılır 3 otaqlı yeni tikili 125 m², Şah İsmayıl Xətai m.",Afiyyeddin Cəlilov 27A,11 / 18,125 m²,var,var,var,https://bina.az/items/3858380,3.0
Yeni tikili,275 000,AZN,1 770 AZN/m²,"Satılır 3 otaqlı yeni tikili 155 m², Memar Əcəmi m.",Mir Cəlal küçəsi,15 / 18,155 m²,var,var,var,https://bina.az/items/3439265,3.0
Köhnə tikili,75 000,AZN,1 830 AZN/m²,"Satılır 1 otaqlı köhnə tikili 41 m², Bakıxanov q.",Məmməd küç,2 / 4,41 m²,var,var,,https://bina.az/items/3858375,1.0
Köhnə tikili,135 000,AZN,1 690 AZN/m²,"Satılır 3 otaqlı köhnə tikili 80 m², Köhnə Günəşli q.","G.Mehmandarov pr,Neapol dairəsi",8 / 9,80 m²,var,var,,https://bina.az/items/3858369,3.0
Yeni tikili,340 000,AZN,3 240 AZN/m²,"Satılır 3 otaqlı yeni tikili 105 m², Şah İsmayıl Xətai m.",Qarabağ Atları küçəsi,7 / 8,105 m²,yoxdur,var,,https://bina.az/items/3858363,3.0
Yeni tikili,212 000,AZN,2 360 AZN/m²,"Satılır 3 otaqlı yeni tikili 90 m², İnşaatçılar m.",Məhəmməd Xiyabani küç,16 / 16,90 m²,var,var,,https://bina.az/items/3858356,3.0
Yeni tikili,290 000,AZN,2 230 AZN/m²,"Satılır 3 otaqlı yeni tikili 130 m², Nəsimi r.",Mirəsədulla Mirqasımov küç,16 / 17,130 m²,var,var,,https://bina.az/items/3756611,3.0
Yeni tikili,210 000,AZN,2 100 AZN/m²,"Satılır 2 otaqlı yeni tikili 100 m², Badamdar q.",A.Abbaszadə küç.,15 / 18,100 m²,var,yoxdur,,https://bina.az/items/3858355,2.0
Yeni tikili,146 000,AZN,2 330 AZN/m²,"Satılır 2 otaqlı yeni tikili 62.7 m², Gənclik m.",Qarabağ küç. 39,12 / 16,62.7 m²,yoxdur,yoxdur,,https://bina.az/items/3858349,2.0
Yeni tikili,185 000,AZN,2 060 AZN/m²,"Satılır 3 otaqlı yeni tikili 90 m², Bayıl q.","Bayıl Qəsəbəsi, Yeni Salyan Yolu 22",10 / 18,90 m²,var,var,var,https://bina.az/items/3858351,3.0
Yeni tikili,165 000,AZN,2 540 AZN/m²,"Satılır 2 otaqlı yeni tikili 65 m², Nəriman Nərimanov m.",Əliyar Əliyev küçəsi,11 / 16,65 m²,yoxdur,var,,https://bina.az/items/3843621,2.0
Yeni tikili,375 000,AZN,2 800 AZN/m²,"Satılır 4 otaqlı yeni tikili 134 m², Nərimanov r.","Sabit Rəhman küç,mənzil 76",4 / 17,134 m²,var,var,var,https://bina.az/items/3858347,4.0
Köhnə tikili,90 000,AZN,2 570 AZN/m²,"Satılır 1 otaqlı köhnə tikili 35 m², Neftçilər m.",Cəmşid Naxçıvanski küçəsi 14,1 / 5,35 m²,var,var,,https://bina.az/items/3858346,1.0
Köhnə tikili,350 000,AZN,5 000 AZN/m²,"Satılır 3 otaqlı köhnə tikili 70 m², İçəri Şəhər m.",Kiçik Qala küç 10,1 / 2,70 m²,var,var,,https://bina.az/items/3175306,3.0
Köhnə tikili,87 500,AZN,1 860 AZN/m²,"Satılır 2 otaqlı köhnə tikili 47 m², Bayıl q.",Aydin Məmmədov küç,1 / 7,47 m²,var,var,var,https://bina.az/items/3858345,2.0
Köhnə tikili,145 000,AZN,1 810 AZN/m²,"Satılır 3 otaqlı köhnə tikili 80 m², Neftçilər m.",Q.Qarayev prospekti,5 / 5,80 m²,var,var,,https://bina.az/items/3858344,3.0
Yeni tikili,230 000,AZN,1 920 AZN/m²,"Satılır 3 otaqlı yeni tikili 120 m², Nəriman Nərimanov m.",Ə.Əliyev küç.,21 / 21,120 m²,var,var,,https://bina.az/items/3788058,3.0
Köhnə tikili,87 000,AZN,2 180 AZN/m²,"Satılır 3 otaqlı köhnə tikili 40 m², Həzi Aslanov m.",Çingiz Kərimov küç,3 / 5,40 m²,var,var,,https://bina.az/items/3858340,3.0
Yeni tikili,223 000,AZN,3 500 AZN/m²,"Satılır 2 otaqlı yeni tikili 63.7 m², Ağ şəhər q.",Yaşıl Ada küç.,2 / 7,63.7 m²,yoxdur,yoxdur,,https://bina.az/items/3789980,2.0
Yeni tikili,175 000,AZN,2 500 AZN/m²,"Satılır 2 otaqlı yeni tikili 70 m², Azadlıq Prospekti m.",Əcəmi Naxçıvani küçəsi,8 / 19,70 m²,yoxdur,var,,https://bina.az/items/3858334,2.0
Köhnə tikili,165 000,AZN,1 500 AZN/m²,"Satılır 4 otaqlı köhnə tikili 110 m², Bakıxanov q.",Surxay Cabbarov küçəsi,7 / 9,110 m²,var,var,var,https://bina.az/items/3858333,4.0
Yeni tikili,167 000,AZN,2 490 AZN/m²,"Satılır 2 otaqlı yeni tikili 67 m², Nəriman Nərimanov m.",Əliyar Əliyev küç.,12 / 18,67 m²,yoxdur,var,,https://bina.az/items/3771864,2.0
Yeni tikili,68 000,AZN,756 AZN/m²,"Satılır 2 otaqlı yeni tikili 90 m², Saray q.",Abşeron saray qəsəbəsi,9 / 14,90 m²,yoxdur,yoxdur,,https://bina.az/items/3858331,2.0
Yeni tikili,230 000,AZN,2 000 AZN/m²,"Satılır 2 otaqlı yeni tikili 115 m², Nəsimi r.",Azadlıq prospekti,9 / 17,115 m²,var,yoxdur,var,https://bina.az/items/3743245,2.0
Yeni tikili,270 000,AZN,2 670 AZN/m²,"Satılır 3 otaqlı yeni tikili 101 m², Nizami m.",M.Naxçıvani küç,8 / 14,101 m²,var,var,,https://bina.az/items/3657298,3.0
Köhnə tikili,118 000,AZN,2 150 AZN/m²,"Satılır 2 otaqlı köhnə tikili 55 m², Həzi Aslanov m.",Xudu Məmmədov küç,4 / 5,55 m²,var,var,,https://bina.az/items/3858330,2.0
Köhnə tikili,92 000,AZN,2 630 AZN/m²,"Satılır 1 otaqlı köhnə tikili 35 m², 20 Yanvar m.",Moskva prospekti 234,2 / 5,35 m²,var,var,,https://bina.az/items/3858329,1.0
Yeni tikili,620 000,AZN,2 910 AZN/m²,"Satılır 4 otaqlı yeni tikili 213 m², Şah İsmayıl Xətai m.",Afiyəddin Cəlilov küçəsi,6 / 18,213 m²,var,var,,https://bina.az/items/3858328,4.0
Köhnə tikili,245 000,AZN,2 230 AZN/m²,"Satılır 3 otaqlı köhnə tikili 110 m², İçəri Şəhər m.",Nəriman Nərimanov prospekti,7 / 8,110 m²,var,var,var,https://bina.az/items/3837941,3.0
Yeni tikili,159 000,AZN,2 890 AZN/m²,"Satılır 2 otaqlı yeni tikili 55 m², 28 May m.",Qarabağ küçəsi,5 / 16,55 m²,var,var,var,https://bina.az/items/3704308,2.0
Köhnə tikili,112 000,AZN,1 720 AZN/m²,"Satılır 3 otaqlı köhnə tikili 65 m², 8 Noyabr m.",Alı Mustafayev küçəsi,5 / 5,65 m²,var,var,,https://bina.az/items/3806875,3.0
Yeni tikili,250 000,AZN,2 630 AZN/m²,"Satılır 3 otaqlı yeni tikili 95 m², Elmlər Akademiyası m.",Zahid Xalilov küçəsi,4 / 15,95 m²,var,var,var,https://bina.az/items/3858318,3.0
Köhnə tikili,84 000,AZN,2 400 AZN/m²,"Satılır 1 otaqlı köhnə tikili 35 m², Həzi Aslanov m.",Rahib Məmmədov küçəsi 4,4 / 5,35 m²,var,var,,https://bina.az/items/3858320,1.0
Köhnə tikili,61 000,AZN,2 540 AZN/m²,"Satılır 1 otaqlı köhnə tikili 24 m², Nizami m.",Molla Vəli Vidadi küç,1 / 3,24 m²,var,var,,https://bina.az/items/3846046,1.0
Köhnə tikili,185 000,AZN,2 060 AZN/m²,"Satılır 3 otaqlı köhnə tikili 90 m², 8-ci mikrorayon q.",Əcəmi Naxçıvani küç.,8 / 9,90 m²,var,var,var,https://bina.az/items/3858311,3.0
Yeni tikili,295 000,AZN,1 740 AZN/m²,"Satılır 5 otaqlı yeni tikili 170 m², Həzi Aslanov m.",Xudu Məmmədov küçəsi,4 / 17,170 m²,var,var,var,https://bina.az/items/3858319,5.0
Köhnə tikili,399 000,AZN,3 070 AZN/m²,"Satılır 4 otaqlı köhnə tikili 130 m², İçəri Şəhər m.",Azərbaycan pr,2 / 5,130 m²,var,var,,https://bina.az/items/3789036,4.0
Yeni tikili,178 000,AZN,2 540 AZN/m²,"Satılır 3 otaqlı yeni tikili 70 m², Qara Qarayev m.",Bəkir Çobanzadə Küçəsi,11 / 16,70 m²,yoxdur,var,,https://bina.az/items/3643476,3.0
Yeni tikili,146 000,AZN,2 250 AZN/m²,"Satılır 2 otaqlı yeni tikili 65 m², Həzi Aslanov m.",Cavanşir küç.,8 / 16,65 m²,yoxdur,var,,https://bina.az/items/3788098,2.0
